Date,Price,Region
2021-08-02,1047075,Wellington
2021-08-09,1050475,Wellington
2021-08-16,1053356,Wellington
2021-08-23,1056075,Wellington
2021-08-30,1059057,Wellington
2021-09-06,1062453,Wellington
2021-09-13,1066306,Wellington
2021-09-20,1069740,Wellington
2021-09-27,1074507,Wellington
2021-10-04,1078919,Wellington
2021-10-11,1082276,Wellington
2021-10-18,1086270,Wellington
2021-10-25,1091399,Wellington
2021-11-01,1096341,Wellington
2021-11-08,1100804,Wellington
2021-11-15,1104772,Wellington
2021-11-22,1106287,Wellington
2021-11-29,1108968,Wellington
2021-12-06,1113105,Wellington
2021-12-13,1117283,Wellington
2021-12-20,1120864,Wellington
2021-12-27,1123657,Wellington
2022-01-03,1126787,Wellington
2022-01-10,1129066,Wellington
2022-01-17,1132408,Wellington
2022-01-24,1135573,Wellington
2022-01-31,1135237,Wellington
2022-02-07,1137070,Wellington
2022-02-14,1139052,Wellington
2022-02-21,1140133,Wellington
2022-02-28,1139843,Wellington
2022-03-07,1140791,Wellington
2022-03-14,1140363,Wellington
2022-03-21,1134784,Wellington
2022-03-28,1131252,Wellington
2022-04-04,1126721,Wellington
2022-04-11,1124343,Wellington
2022-04-18,1118292,Wellington
2022-04-25,1111922,Wellington
2022-05-02,1105294,Wellington
2022-05-09,1098501,Wellington
2022-05-16,1091773,Wellington
2022-05-23,1084520,Wellington
2022-05-30,1077356,Wellington
2022-06-06,1070490,Wellington
2022-06-13,1064063,Wellington
2022-06-20,1055794,Wellington
2022-06-27,1047989,Wellington
2022-07-04,1040210,Wellington
2022-07-11,1033535,Wellington
2022-07-18,1026553,Wellington
2022-07-25,1019625,Wellington
2022-08-01,1013882,Wellington
2022-08-08,1006516,Wellington
2022-08-15,999050,Wellington
2022-08-22,991051,Wellington
2022-08-29,982660,Wellington
2022-09-05,975575,Wellington
2022-09-12,966483,Wellington
2022-09-19,958390,Wellington
2022-09-26,951871,Wellington
2022-10-03,944259,Wellington
2022-10-10,939452,Wellington
2022-10-17,932496,Wellington
2022-10-24,926516,Wellington
2022-10-31,922820,Wellington
2022-11-07,918941,Wellington
2022-11-14,916126,Wellington
2022-11-21,913191,Wellington
2022-11-28,909380,Wellington
2022-12-05,905094,Wellington
2022-12-12,902221,Wellington
2022-12-19,899122,Wellington
2022-12-26,896393,Wellington
2023-01-02,894276,Wellington
2023-01-09,893953,Wellington
2023-01-16,893636,Wellington
2023-01-23,891183,Wellington
2023-01-30,887806,Wellington
2023-02-06,885433,Wellington
2023-02-13,881744,Wellington
2023-02-20,878412,Wellington
2023-02-27,877006,Wellington
2023-03-06,875176,Wellington
2023-03-13,875574,Wellington
2023-03-20,875640,Wellington
2023-03-27,874924,Wellington
2023-04-03,875225,Wellington
2023-04-10,874603,Wellington
2023-04-17,872856,Wellington
2023-04-24,871113,Wellington
2023-05-01,867346,Wellington
2023-05-08,863599,Wellington
2023-05-15,861300,Wellington
2023-05-22,858929,Wellington
2023-05-29,857181,Wellington
2023-06-05,856176,Wellington
2023-06-12,856003,Wellington
2023-06-19,855157,Wellington
2023-06-26,855831,Wellington
2023-07-03,854998,Wellington
2023-07-10,855430,Wellington
2023-07-17,856347,Wellington
2023-07-24,858136,Wellington
2023-07-31,857941,Wellington
2023-08-07,859017,Wellington
2023-08-14,860325,Wellington
