Date,NZD/USD
"January 2, 1990",0.593
"January 3, 1990",0.594
"January 4, 1990",0.5973
"January 5, 1990",0.597
"January 8, 1990",0.5985
"January 9, 1990",0.604
"January 10, 1990",0.607
"January 11, 1990",0.6084
"January 12, 1990",0.6115
"January 16, 1990",0.609
"January 17, 1990",0.612
"January 18, 1990",0.614
"January 19, 1990",0.6106
"January 22, 1990",0.6118
"January 23, 1990",0.6052
"January 24, 1990",0.5915
"January 25, 1990",0.5945
"January 26, 1990",0.5928
"January 29, 1990",0.595
"January 30, 1990",0.597
"January 31, 1990",0.602
"February 1, 1990",0.5983
"February 2, 1990",0.6003
"February 5, 1990",0.5998
"February 6, 1990",0.601
"February 7, 1990",0.5936
"February 8, 1990",0.5915
"February 9, 1990",0.593
"February 12, 1990",0.5926
"February 13, 1990",0.5925
"February 14, 1990",0.5815
"February 15, 1990",0.585
"February 16, 1990",0.5883
"February 20, 1990",0.5898
"February 21, 1990",0.5887
"February 22, 1990",0.5897
"February 23, 1990",0.5902
"February 26, 1990",0.5882
"February 27, 1990",0.5877
"February 28, 1990",0.588
"March 1, 1990",0.5872
"March 2, 1990",0.5884
"March 5, 1990",0.5878
"March 6, 1990",0.5891
"March 7, 1990",0.5889
"March 8, 1990",0.5879
"March 9, 1990",0.5907
"March 12, 1990",0.5892
"March 13, 1990",0.5863
"March 14, 1990",0.5874
"March 15, 1990",0.5898
"March 16, 1990",0.588
"March 19, 1990",0.5855
"March 20, 1990",0.5832
"March 21, 1990",0.5793
"March 22, 1990",0.581
"March 23, 1990",0.5785
"March 26, 1990",0.5805
"March 27, 1990",0.5808
"March 28, 1990",0.5767
"March 29, 1990",0.5783
"March 30, 1990",0.579
"April 2, 1990",0.5778
"April 3, 1990",0.577
"April 4, 1990",0.579
"April 5, 1990",0.5782
"April 6, 1990",0.578
"April 9, 1990",0.5784
"April 10, 1990",0.5783
"April 11, 1990",0.5792
"April 12, 1990",0.5796
"April 13, 1990",0.5795
"April 16, 1990",0.5796
"April 17, 1990",0.5777
"April 18, 1990",0.5788
"April 19, 1990",0.5815
"April 20, 1990",0.5827
"April 23, 1990",0.5828
"April 24, 1990",0.5818
"April 25, 1990",0.5817
"April 26, 1990",0.5755
"April 27, 1990",0.5735
"April 30, 1990",0.5748
"May 1, 1990",0.5685
"May 2, 1990",0.5708
"May 3, 1990",0.5727
"May 4, 1990",0.5726
"May 7, 1990",0.5726
"May 8, 1990",0.5747
"May 9, 1990",0.5721
"May 10, 1990",0.5739
"May 11, 1990",0.57
"May 14, 1990",0.5708
"May 15, 1990",0.5725
"May 16, 1990",0.5728
"May 17, 1990",0.5735
"May 18, 1990",0.5725
"May 21, 1990",0.5735
"May 22, 1990",0.5735
"May 23, 1990",0.5737
"May 24, 1990",0.5739
"May 25, 1990",0.5733
"May 29, 1990",0.5741
"May 30, 1990",0.5757
"May 31, 1990",0.5768
"June 1, 1990",0.5752
"June 4, 1990",0.5768
"June 5, 1990",0.5776
"June 6, 1990",0.5819
"June 7, 1990",0.5828
"June 8, 1990",0.5812
"June 11, 1990",0.5785
"June 12, 1990",0.5783
"June 13, 1990",0.5806
"June 14, 1990",0.5823
"June 15, 1990",0.5816
"June 18, 1990",0.5823
"June 19, 1990",0.583
"June 20, 1990",0.5825
"June 21, 1990",0.5875
"June 22, 1990",0.586
"June 25, 1990",0.5852
"June 26, 1990",0.5873
"June 27, 1990",0.5872
"June 28, 1990",0.5872
"June 29, 1990",0.5883
"July 2, 1990",0.5903
"July 3, 1990",0.5902
"July 5, 1990",0.59
"July 6, 1990",0.5903
"July 9, 1990",0.5912
"July 10, 1990",0.5933
"July 11, 1990",0.5938
"July 12, 1990",0.5881
"July 13, 1990",0.5918
"July 16, 1990",0.5892
"July 17, 1990",0.5918
"July 18, 1990",0.5928
"July 19, 1990",0.5923
"July 20, 1990",0.595
"July 23, 1990",0.5937
"July 24, 1990",0.5942
"July 25, 1990",0.5918
"July 26, 1990",0.5894
"July 27, 1990",0.5888
"July 30, 1990",0.591
"July 31, 1990",0.5918
"August 1, 1990",0.594
"August 2, 1990",0.589
"August 3, 1990",0.5936
"August 6, 1990",0.5987
"August 7, 1990",0.6017
"August 8, 1990",0.6018
"August 9, 1990",0.601
"August 10, 1990",0.6015
"August 13, 1990",0.6085
"August 14, 1990",0.6075
"August 15, 1990",0.618
"August 16, 1990",0.6173
"August 17, 1990",0.619
"August 20, 1990",0.6197
"August 21, 1990",0.622
"August 22, 1990",0.6258
"August 23, 1990",0.6308
"August 24, 1990",0.6295
"August 27, 1990",0.628
"August 28, 1990",0.6313
"August 29, 1990",0.6303
"August 30, 1990",0.6132
"August 31, 1990",0.6153
"September 4, 1990",0.6165
"September 5, 1990",0.624
"September 6, 1990",0.6255
"September 7, 1990",0.6233
"September 10, 1990",0.6202
"September 11, 1990",0.6185
"September 12, 1990",0.6215
"September 13, 1990",0.624
"September 14, 1990",0.6275
"September 17, 1990",0.623
"September 18, 1990",0.625
"September 19, 1990",0.6225
"September 20, 1990",0.619
"September 21, 1990",0.613
"September 24, 1990",0.6215
"September 25, 1990",0.6204
"September 26, 1990",0.6183
"September 27, 1990",0.616
"September 28, 1990",0.615
"October 1, 1990",0.619
"October 2, 1990",0.618
"October 3, 1990",0.6183
"October 4, 1990",0.6165
"October 5, 1990",0.6163
"October 9, 1990",0.6193
"October 10, 1990",0.6168
"October 11, 1990",0.6155
"October 12, 1990",0.6167
"October 15, 1990",0.6065
"October 16, 1990",0.604
"October 17, 1990",0.598
"October 18, 1990",0.6
"October 19, 1990",0.605
"October 22, 1990",0.607
"October 23, 1990",0.6048
"October 24, 1990",0.6063
"October 25, 1990",0.609
"October 26, 1990",0.6098
"October 29, 1990",0.613
"October 30, 1990",0.6141
"October 31, 1990",0.6145
"November 1, 1990",0.6115
"November 2, 1990",0.6071
"November 5, 1990",0.6145
"November 6, 1990",0.6145
"November 7, 1990",0.6135
"November 8, 1990",0.612
"November 9, 1990",0.6105
"November 13, 1990",0.6125
"November 14, 1990",0.61
"November 15, 1990",0.6095
"November 16, 1990",0.6094
"November 19, 1990",0.6095
"November 20, 1990",0.6118
"November 21, 1990",0.6125
"November 23, 1990",0.6137
"November 26, 1990",0.6119
"November 27, 1990",0.6113
"November 28, 1990",0.61
"November 29, 1990",0.6092
"November 30, 1990",0.609
"December 3, 1990",0.61
"December 4, 1990",0.6093
"December 5, 1990",0.609
"December 6, 1990",0.6008
"December 7, 1990",0.6025
"December 10, 1990",0.6043
"December 11, 1990",0.6005
"December 12, 1990",0.6011
"December 13, 1990",0.596
"December 14, 1990",0.5985
"December 17, 1990",0.5913
"December 18, 1990",0.5872
"December 19, 1990",0.5997
"December 20, 1990",0.59
"December 21, 1990",0.586
"December 24, 1990",0.5855
"December 26, 1990",0.586
"December 27, 1990",0.585
"December 28, 1990",0.5855
"December 31, 1990",0.5865
"January 2, 1991",0.5918
"January 3, 1991",0.5935
"January 4, 1991",0.5911
"January 7, 1991",0.592
"January 8, 1991",0.5923
"January 9, 1991",0.5906
"January 10, 1991",0.5905
"January 11, 1991",0.5937
"January 14, 1991",0.593
"January 15, 1991",0.594
"January 16, 1991",0.5972
"January 17, 1991",0.5943
"January 18, 1991",0.5947
"January 22, 1991",0.596
"January 23, 1991",0.596
"January 24, 1991",0.5968
"January 25, 1991",0.5966
"January 28, 1991",0.5975
"January 29, 1991",0.6002
"January 30, 1991",0.5995
"January 31, 1991",0.5987
"February 1, 1991",0.5997
"February 4, 1991",0.6002
"February 5, 1991",0.5995
"February 6, 1991",0.6003
"February 7, 1991",0.603
"February 8, 1991",0.6007
"February 11, 1991",0.601
"February 12, 1991",0.6032
"February 13, 1991",0.6071
"February 14, 1991",0.6062
"February 15, 1991",0.6058
"February 19, 1991",0.6045
"February 20, 1991",0.5993
"February 21, 1991",0.5992
"February 22, 1991",0.5972
"February 25, 1991",0.5974
"February 26, 1991",0.6002
"February 27, 1991",0.5988
"February 28, 1991",0.5995
"March 1, 1991",0.601
"March 4, 1991",0.5977
"March 5, 1991",0.5977
"March 6, 1991",0.593
"March 7, 1991",0.5927
"March 8, 1991",0.5967
"March 11, 1991",0.598
"March 12, 1991",0.5979
"March 13, 1991",0.596
"March 14, 1991",0.5968
"March 15, 1991",0.5965
"March 18, 1991",0.593
"March 19, 1991",0.594
"March 20, 1991",0.5953
"March 21, 1991",0.5957
"March 22, 1991",0.5945
"March 25, 1991",0.5891
"March 26, 1991",0.5865
"March 27, 1991",0.5865
"March 28, 1991",0.5865
"March 29, 1991",0.5865
"April 1, 1991",0.5873
"April 2, 1991",0.59
"April 3, 1991",0.5928
"April 4, 1991",0.5925
"April 5, 1991",0.5943
"April 8, 1991",0.5917
"April 9, 1991",0.5905
"April 10, 1991",0.591
"April 11, 1991",0.5898
"April 12, 1991",0.5895
"April 15, 1991",0.5896
"April 16, 1991",0.5921
"April 17, 1991",0.5908
"April 18, 1991",0.5909
"April 19, 1991",0.5885
"April 22, 1991",0.5841
"April 23, 1991",0.5885
"April 24, 1991",0.5843
"April 25, 1991",0.5843
"April 26, 1991",0.585
"April 29, 1991",0.5847
"April 30, 1991",0.5877
"May 1, 1991",0.588
"May 2, 1991",0.5853
"May 3, 1991",0.5848
"May 6, 1991",0.5875
"May 7, 1991",0.5876
"May 8, 1991",0.5887
"May 9, 1991",0.5899
"May 10, 1991",0.5892
"May 13, 1991",0.5875
"May 14, 1991",0.5881
"May 15, 1991",0.5896
"May 16, 1991",0.5912
"May 17, 1991",0.5902
"May 20, 1991",0.5882
"May 21, 1991",0.5888
"May 22, 1991",0.5875
"May 23, 1991",0.5785
"May 24, 1991",0.582
"May 28, 1991",0.5825
"May 29, 1991",0.5834
"May 30, 1991",0.5828
"May 31, 1991",0.581
"June 3, 1991",0.5811
"June 4, 1991",0.583
"June 5, 1991",0.5824
"June 6, 1991",0.5795
"June 7, 1991",0.5797
"June 10, 1991",0.5763
"June 11, 1991",0.574
"June 12, 1991",0.5718
"June 13, 1991",0.5712
"June 14, 1991",0.573
"June 17, 1991",0.576
"June 18, 1991",0.575
"June 19, 1991",0.5753
"June 20, 1991",0.576
"June 21, 1991",0.5752
"June 24, 1991",0.575
"June 25, 1991",0.5755
"June 26, 1991",0.5763
"June 27, 1991",0.5773
"June 28, 1991",0.5754
"July 1, 1991",0.5723
"July 2, 1991",0.568
"July 3, 1991",0.5685
"July 5, 1991",0.5665
"July 8, 1991",0.5686
"July 9, 1991",0.5667
"July 10, 1991",0.5632
"July 11, 1991",0.5618
"July 12, 1991",0.5624
"July 15, 1991",0.5627
"July 16, 1991",0.5645
"July 17, 1991",0.5648
"July 18, 1991",0.563
"July 19, 1991",0.5674
"July 22, 1991",0.5667
"July 23, 1991",0.565
"July 24, 1991",0.5664
"July 25, 1991",0.5673
"July 26, 1991",0.571
"July 29, 1991",0.5712
"July 30, 1991",0.5711
"July 31, 1991",0.5708
"August 1, 1991",0.5714
"August 2, 1991",0.5725
"August 5, 1991",0.5757
"August 6, 1991",0.574
"August 7, 1991",0.5741
"August 8, 1991",0.5735
"August 9, 1991",0.5711
"August 12, 1991",0.5717
"August 13, 1991",0.5738
"August 14, 1991",0.573
"August 15, 1991",0.5731
"August 16, 1991",0.5732
"August 19, 1991",0.5705
"August 20, 1991",0.575
"August 21, 1991",0.5753
"August 22, 1991",0.5755
"August 23, 1991",0.5742
"August 26, 1991",0.5735
"August 27, 1991",0.573
"August 28, 1991",0.5741
"August 29, 1991",0.575
"August 30, 1991",0.5744
"September 3, 1991",0.5723
"September 4, 1991",0.5745
"September 5, 1991",0.5798
"September 6, 1991",0.5814
"September 9, 1991",0.5825
"September 10, 1991",0.5822
"September 11, 1991",0.582
"September 12, 1991",0.5843
"September 13, 1991",0.5863
"September 16, 1991",0.5876
"September 17, 1991",0.587
"September 18, 1991",0.5856
"September 19, 1991",0.5839
"September 20, 1991",0.5843
"September 23, 1991",0.5845
"September 24, 1991",0.5856
"September 25, 1991",0.5737
"September 26, 1991",0.5643
"September 27, 1991",0.5693
"September 30, 1991",0.5667
"October 1, 1991",0.5678
"October 2, 1991",0.5699
"October 3, 1991",0.568
"October 4, 1991",0.5665
"October 7, 1991",0.5671
"October 8, 1991",0.5673
"October 9, 1991",0.568
"October 10, 1991",0.5654
"October 11, 1991",0.5635
"October 15, 1991",0.5679
"October 16, 1991",0.5661
"October 17, 1991",0.5668
"October 18, 1991",0.5658
"October 21, 1991",0.566
"October 22, 1991",0.5628
"October 23, 1991",0.5526
"October 24, 1991",0.5565
"October 25, 1991",0.5565
"October 28, 1991",0.5548
"October 29, 1991",0.5551
"October 30, 1991",0.5563
"October 31, 1991",0.5566
"November 1, 1991",0.5613
"November 4, 1991",0.564
"November 5, 1991",0.5633
"November 6, 1991",0.56
"November 7, 1991",0.5588
"November 8, 1991",0.5585
"November 12, 1991",0.5626
"November 13, 1991",0.5608
"November 14, 1991",0.5618
"November 15, 1991",0.5611
"November 18, 1991",0.5654
"November 19, 1991",0.5667
"November 20, 1991",0.566
"November 21, 1991",0.5673
"November 22, 1991",0.569
"November 25, 1991",0.5682
"November 26, 1991",0.567
"November 27, 1991",0.564
"November 29, 1991",0.561
"December 2, 1991",0.5627
"December 3, 1991",0.5619
"December 4, 1991",0.5623
"December 5, 1991",0.5618
"December 6, 1991",0.56
"December 9, 1991",0.5566
"December 10, 1991",0.5562
"December 11, 1991",0.5552
"December 12, 1991",0.5588
"December 13, 1991",0.5576
"December 16, 1991",0.557
"December 17, 1991",0.554
"December 18, 1991",0.5496
"December 19, 1991",0.5507
"December 20, 1991",0.543
"December 23, 1991",0.5435
"December 24, 1991",0.544
"December 26, 1991",0.5445
"December 27, 1991",0.5435
"December 30, 1991",0.5405
"December 31, 1991",0.5403
"January 2, 1992",0.5375
"January 3, 1992",0.5379
"January 6, 1992",0.5495
"January 7, 1992",0.5515
"January 8, 1992",0.5494
"January 9, 1992",0.5442
"January 10, 1992",0.5417
"January 13, 1992",0.5443
"January 14, 1992",0.5435
"January 15, 1992",0.5385
"January 16, 1992",0.5397
"January 17, 1992",0.5415
"January 21, 1992",0.5422
"January 22, 1992",0.5405
"January 23, 1992",0.5403
"January 24, 1992",0.5405
"January 27, 1992",0.5365
"January 28, 1992",0.5409
"January 29, 1992",0.5406
"January 30, 1992",0.5399
"January 31, 1992",0.5402
"February 3, 1992",0.54
"February 4, 1992",0.5415
"February 5, 1992",0.5405
"February 6, 1992",0.5416
"February 7, 1992",0.5423
"February 10, 1992",0.5412
"February 11, 1992",0.5408
"February 12, 1992",0.5397
"February 13, 1992",0.5407
"February 14, 1992",0.5415
"February 18, 1992",0.5412
"February 19, 1992",0.5412
"February 20, 1992",0.5439
"February 21, 1992",0.5422
"February 24, 1992",0.5401
"February 25, 1992",0.5414
"February 26, 1992",0.541
"February 27, 1992",0.5463
"February 28, 1992",0.5466
"March 2, 1992",0.5471
"March 3, 1992",0.5482
"March 4, 1992",0.5453
"March 5, 1992",0.547
"March 6, 1992",0.5477
"March 9, 1992",0.5473
"March 10, 1992",0.5483
"March 11, 1992",0.5481
"March 12, 1992",0.5479
"March 13, 1992",0.5472
"March 16, 1992",0.5456
"March 17, 1992",0.5463
"March 18, 1992",0.548
"March 19, 1992",0.5497
"March 20, 1992",0.5492
"March 23, 1992",0.5489
"March 24, 1992",0.5484
"March 25, 1992",0.5495
"March 26, 1992",0.5504
"March 27, 1992",0.549
"March 30, 1992",0.5483
"March 31, 1992",0.5463
"April 1, 1992",0.545
"April 2, 1992",0.5446
"April 3, 1992",0.547
"April 6, 1992",0.5439
"April 7, 1992",0.5423
"April 8, 1992",0.5421
"April 9, 1992",0.5437
"April 10, 1992",0.5435
"April 13, 1992",0.5447
"April 14, 1992",0.5453
"April 15, 1992",0.5445
"April 16, 1992",0.5438
"April 17, 1992",0.543
"April 20, 1992",0.5428
"April 21, 1992",0.5413
"April 22, 1992",0.5377
"April 23, 1992",0.533
"April 24, 1992",0.534
"April 27, 1992",0.5348
"April 28, 1992",0.5376
"April 29, 1992",0.5386
"April 30, 1992",0.5372
"May 1, 1992",0.538
"May 4, 1992",0.537
"May 5, 1992",0.5382
"May 6, 1992",0.5374
"May 7, 1992",0.5368
"May 8, 1992",0.5371
"May 11, 1992",0.5337
"May 12, 1992",0.532
"May 13, 1992",0.533
"May 14, 1992",0.5347
"May 15, 1992",0.534
"May 18, 1992",0.534
"May 19, 1992",0.5333
"May 20, 1992",0.5326
"May 21, 1992",0.5336
"May 22, 1992",0.5348
"May 26, 1992",0.5355
"May 27, 1992",0.5358
"May 28, 1992",0.536
"May 29, 1992",0.5352
"June 1, 1992",0.5351
"June 2, 1992",0.5356
"June 3, 1992",0.5373
"June 4, 1992",0.5369
"June 5, 1992",0.5385
"June 8, 1992",0.5407
"June 9, 1992",0.5442
"June 10, 1992",0.5434
"June 11, 1992",0.5433
"June 12, 1992",0.5436
"June 15, 1992",0.5417
"June 16, 1992",0.5423
"June 17, 1992",0.542
"June 18, 1992",0.5435
"June 19, 1992",0.546
"June 22, 1992",0.5445
"June 23, 1992",0.5443
"June 24, 1992",0.545
"June 25, 1992",0.5447
"June 26, 1992",0.5435
"June 29, 1992",0.5438
"June 30, 1992",0.5442
"July 1, 1992",0.544
"July 2, 1992",0.544
"July 3, 1992",0.5448
"July 6, 1992",0.5441
"July 7, 1992",0.5438
"July 8, 1992",0.5448
"July 9, 1992",0.5455
"July 10, 1992",0.5458
"July 13, 1992",0.5467
"July 14, 1992",0.5474
"July 15, 1992",0.546
"July 16, 1992",0.546
"July 17, 1992",0.5482
"July 20, 1992",0.5483
"July 21, 1992",0.5475
"July 22, 1992",0.5481
"July 23, 1992",0.5488
"July 24, 1992",0.5482
"July 27, 1992",0.5461
"July 28, 1992",0.5457
"July 29, 1992",0.5453
"July 30, 1992",0.5457
"July 31, 1992",0.5453
"August 3, 1992",0.5446
"August 4, 1992",0.5443
"August 5, 1992",0.544
"August 6, 1992",0.5434
"August 7, 1992",0.5435
"August 10, 1992",0.5427
"August 11, 1992",0.5426
"August 12, 1992",0.5343
"August 13, 1992",0.5371
"August 14, 1992",0.538
"August 17, 1992",0.5387
"August 18, 1992",0.5381
"August 19, 1992",0.5398
"August 20, 1992",0.5401
"August 21, 1992",0.5384
"August 24, 1992",0.5383
"August 25, 1992",0.5408
"August 26, 1992",0.5415
"August 27, 1992",0.5417
"August 28, 1992",0.5408
"August 31, 1992",0.5392
"September 1, 1992",0.5398
"September 2, 1992",0.5401
"September 3, 1992",0.5402
"September 4, 1992",0.542
"September 8, 1992",0.5383
"September 9, 1992",0.5405
"September 10, 1992",0.5436
"September 11, 1992",0.5472
"September 14, 1992",0.5537
"September 15, 1992",0.545
"September 16, 1992",0.5465
"September 17, 1992",0.5465
"September 18, 1992",0.5431
"September 21, 1992",0.5352
"September 22, 1992",0.538
"September 23, 1992",0.5385
"September 24, 1992",0.5379
"September 25, 1992",0.538
"September 28, 1992",0.5365
"September 29, 1992",0.5358
"September 30, 1992",0.5372
"October 1, 1992",0.5404
"October 2, 1992",0.5433
"October 5, 1992",0.545
"October 6, 1992",0.545
"October 7, 1992",0.5425
"October 8, 1992",0.5432
"October 9, 1992",0.5412
"October 13, 1992",0.543
"October 14, 1992",0.5431
"October 15, 1992",0.5425
"October 16, 1992",0.542
"October 19, 1992",0.5405
"October 20, 1992",0.5389
"October 21, 1992",0.5391
"October 22, 1992",0.54
"October 23, 1992",0.5412
"October 26, 1992",0.5399
"October 27, 1992",0.534
"October 28, 1992",0.531
"October 29, 1992",0.5272
"October 30, 1992",0.525
"November 2, 1992",0.5218
"November 3, 1992",0.525
"November 4, 1992",0.5245
"November 5, 1992",0.5252
"November 6, 1992",0.5295
"November 9, 1992",0.5257
"November 10, 1992",0.5237
"November 12, 1992",0.523
"November 13, 1992",0.5248
"November 16, 1992",0.5205
"November 17, 1992",0.515
"November 18, 1992",0.517
"November 19, 1992",0.5165
"November 20, 1992",0.5148
"November 23, 1992",0.5145
"November 24, 1992",0.5155
"November 25, 1992",0.5163
"November 27, 1992",0.515
"November 30, 1992",0.5109
"December 1, 1992",0.512
"December 2, 1992",0.5127
"December 3, 1992",0.516
"December 4, 1992",0.5171
"December 7, 1992",0.5186
"December 8, 1992",0.5175
"December 9, 1992",0.5183
"December 10, 1992",0.5151
"December 11, 1992",0.5167
"December 14, 1992",0.5155
"December 15, 1992",0.5144
"December 16, 1992",0.518
"December 17, 1992",0.5188
"December 18, 1992",0.5171
"December 21, 1992",0.5175
"December 22, 1992",0.5154
"December 23, 1992",0.5139
"December 24, 1992",0.5152
"December 28, 1992",0.5148
"December 29, 1992",0.5138
"December 30, 1992",0.5134
"December 31, 1992",0.5135
"January 4, 1993",0.5121
"January 5, 1993",0.5053
"January 6, 1993",0.5055
"January 7, 1993",0.508
"January 8, 1993",0.5101
"January 11, 1993",0.5129
"January 12, 1993",0.5127
"January 13, 1993",0.5118
"January 14, 1993",0.5123
"January 15, 1993",0.5135
"January 19, 1993",0.5135
"January 20, 1993",0.5125
"January 21, 1993",0.5117
"January 22, 1993",0.5147
"January 25, 1993",0.5168
"January 26, 1993",0.518
"January 27, 1993",0.5156
"January 28, 1993",0.518
"January 29, 1993",0.5162
"February 1, 1993",0.514
"February 2, 1993",0.5145
"February 3, 1993",0.5147
"February 4, 1993",0.514
"February 5, 1993",0.5133
"February 8, 1993",0.5091
"February 9, 1993",0.5095
"February 10, 1993",0.5115
"February 11, 1993",0.513
"February 12, 1993",0.512
"February 16, 1993",0.5158
"February 17, 1993",0.5157
"February 18, 1993",0.516
"February 19, 1993",0.5168
"February 22, 1993",0.5184
"February 23, 1993",0.5252
"February 24, 1993",0.5252
"February 25, 1993",0.5225
"February 26, 1993",0.5233
"March 1, 1993",0.5269
"March 2, 1993",0.528
"March 3, 1993",0.5268
"March 4, 1993",0.53
"March 5, 1993",0.5275
"March 8, 1993",0.5265
"March 9, 1993",0.528
"March 10, 1993",0.5271
"March 11, 1993",0.5271
"March 12, 1993",0.5278
"March 15, 1993",0.5266
"March 16, 1993",0.5275
"March 17, 1993",0.5335
"March 18, 1993",0.5347
"March 19, 1993",0.5336
"March 22, 1993",0.5365
"March 23, 1993",0.5292
"March 24, 1993",0.5321
"March 25, 1993",0.5323
"March 26, 1993",0.534
"March 29, 1993",0.5341
"March 30, 1993",0.5345
"March 31, 1993",0.5316
"April 1, 1993",0.5276
"April 2, 1993",0.5288
"April 5, 1993",0.5325
"April 6, 1993",0.5324
"April 7, 1993",0.5352
"April 8, 1993",0.538
"April 9, 1993",0.538
"April 12, 1993",0.54
"April 13, 1993",0.5415
"April 14, 1993",0.5423
"April 15, 1993",0.5407
"April 16, 1993",0.5382
"April 19, 1993",0.5413
"April 20, 1993",0.5402
"April 21, 1993",0.5399
"April 22, 1993",0.54
"April 23, 1993",0.5433
"April 26, 1993",0.5463
"April 27, 1993",0.545
"April 28, 1993",0.5433
"April 29, 1993",0.5433
"April 30, 1993",0.541
"May 3, 1993",0.5409
"May 4, 1993",0.5398
"May 5, 1993",0.541
"May 6, 1993",0.5451
"May 7, 1993",0.547
"May 10, 1993",0.5438
"May 11, 1993",0.5415
"May 12, 1993",0.5425
"May 13, 1993",0.5438
"May 14, 1993",0.543
"May 17, 1993",0.5432
"May 18, 1993",0.537
"May 19, 1993",0.5392
"May 20, 1993",0.5411
"May 21, 1993",0.5442
"May 24, 1993",0.5438
"May 25, 1993",0.5473
"May 26, 1993",0.5469
"May 27, 1993",0.5449
"May 28, 1993",0.542
"June 1, 1993",0.5411
"June 2, 1993",0.5422
"June 3, 1993",0.5426
"June 4, 1993",0.5376
"June 7, 1993",0.5363
"June 8, 1993",0.5339
"June 9, 1993",0.5356
"June 10, 1993",0.5371
"June 11, 1993",0.542
"June 14, 1993",0.5422
"June 15, 1993",0.5438
"June 16, 1993",0.5445
"June 17, 1993",0.5423
"June 18, 1993",0.5412
"June 21, 1993",0.5425
"June 22, 1993",0.54
"June 23, 1993",0.5383
"June 24, 1993",0.5366
"June 25, 1993",0.5372
"June 28, 1993",0.5373
"June 29, 1993",0.5378
"June 30, 1993",0.5366
"July 1, 1993",0.5412
"July 2, 1993",0.5428
"July 6, 1993",0.5443
"July 7, 1993",0.5465
"July 8, 1993",0.551
"July 9, 1993",0.55
"July 12, 1993",0.5495
"July 13, 1993",0.5483
"July 14, 1993",0.5503
"July 15, 1993",0.5492
"July 16, 1993",0.5492
"July 19, 1993",0.547
"July 20, 1993",0.547
"July 21, 1993",0.5495
"July 22, 1993",0.5505
"July 23, 1993",0.551
"July 26, 1993",0.5525
"July 27, 1993",0.5524
"July 28, 1993",0.5512
"July 29, 1993",0.5515
"July 30, 1993",0.554
"August 2, 1993",0.5521
"August 3, 1993",0.5521
"August 4, 1993",0.5515
"August 5, 1993",0.5535
"August 6, 1993",0.55
"August 9, 1993",0.5572
"August 10, 1993",0.5489
"August 11, 1993",0.5493
"August 12, 1993",0.551
"August 13, 1993",0.5515
"August 16, 1993",0.553
"August 17, 1993",0.554
"August 18, 1993",0.555
"August 19, 1993",0.555
"August 20, 1993",0.5535
"August 23, 1993",0.5505
"August 24, 1993",0.5528
"August 25, 1993",0.5565
"August 26, 1993",0.555
"August 27, 1993",0.552
"August 30, 1993",0.551
"August 31, 1993",0.552
"September 1, 1993",0.5535
"September 2, 1993",0.5478
"September 3, 1993",0.5425
"September 7, 1993",0.5483
"September 8, 1993",0.5525
"September 9, 1993",0.5522
"September 10, 1993",0.551
"September 13, 1993",0.5512
"September 14, 1993",0.5528
"September 15, 1993",0.5527
"September 16, 1993",0.5515
"September 17, 1993",0.5515
"September 20, 1993",0.5525
"September 21, 1993",0.5537
"September 22, 1993",0.5541
"September 23, 1993",0.5536
"September 24, 1993",0.5547
"September 27, 1993",0.5545
"September 28, 1993",0.552
"September 29, 1993",0.55
"September 30, 1993",0.5504
"October 1, 1993",0.5505
"October 4, 1993",0.5503
"October 5, 1993",0.548
"October 6, 1993",0.5476
"October 7, 1993",0.5495
"October 8, 1993",0.5515
"October 12, 1993",0.5521
"October 13, 1993",0.5518
"October 14, 1993",0.5516
"October 15, 1993",0.55
"October 18, 1993",0.5515
"October 19, 1993",0.555
"October 20, 1993",0.5557
"October 21, 1993",0.556
"October 22, 1993",0.5568
"October 25, 1993",0.556
"October 26, 1993",0.5556
"October 27, 1993",0.5545
"October 28, 1993",0.554
"October 29, 1993",0.554
"November 1, 1993",0.5545
"November 2, 1993",0.5547
"November 3, 1993",0.5545
"November 4, 1993",0.5545
"November 5, 1993",0.5572
"November 8, 1993",0.5531
"November 9, 1993",0.5455
"November 10, 1993",0.5393
"November 12, 1993",0.5385
"November 15, 1993",0.5382
"November 16, 1993",0.5387
"November 17, 1993",0.55
"November 18, 1993",0.55
"November 19, 1993",0.548
"November 22, 1993",0.5472
"November 23, 1993",0.5475
"November 24, 1993",0.5486
"November 26, 1993",0.5468
"November 29, 1993",0.545
"November 30, 1993",0.5455
"December 1, 1993",0.5463
"December 2, 1993",0.5477
"December 3, 1993",0.5495
"December 6, 1993",0.5502
"December 7, 1993",0.5505
"December 8, 1993",0.5555
"December 9, 1993",0.555
"December 10, 1993",0.5557
"December 13, 1993",0.554
"December 14, 1993",0.5561
"December 15, 1993",0.559
"December 16, 1993",0.561
"December 17, 1993",0.5613
"December 20, 1993",0.561
"December 21, 1993",0.5613
"December 22, 1993",0.561
"December 23, 1993",0.5593
"December 24, 1993",0.558
"December 27, 1993",0.5585
"December 28, 1993",0.5595
"December 29, 1993",0.5583
"December 30, 1993",0.5575
"December 31, 1993",0.559
"January 3, 1994",0.562
"January 4, 1994",0.562
"January 5, 1994",0.5613
"January 6, 1994",0.5557
"January 7, 1994",0.5568
"January 10, 1994",0.5584
"January 11, 1994",0.5595
"January 12, 1994",0.5587
